"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","C"
0.0538089494199718,0.0504552316614433,0.119307024045043,0.0586495717506582,0.0583538564102796,0.057291201878766,0.0544369292314306,0.0576712675490754,0.0565621769629498,0.0581134785695216,0.0562892136684815,0.94924212138915,0.0650932268709868,0.0591146099774918,0.0531662589569983,0.0332493878413395,0.0572498352891971,-0.164161427749679,0.05793138720745,0.0596803023733278,0.0597987915741753,0.0591920039187066,-0.0687667375398192,0.0633282451318369,0.0589598122766581,0.0675577411815531,0.729895565922274,0.0606510900387917,0.0579319554190598,0.0632164313865464,0.0842321515173451,0.0605930159641944,0.052808361959947,0.0216280079223731,0.0580156670122174,0.0585687061044262,0.0466370394404362,0.0490424202305761,0.0592402671869865,0.0582372548020003,0.248858910861879,0.27216749623346,0.061690272868888,0.0378099445462059,0.0581659774354434,0.0581674280593735,0.0668127790552245,0.0874644047571454,0.0630341551637111,0.0585720448400052,"1.3796995244083"
0.0604137330318462,0.0470834852129963,0.0132987164134739,0.058528773311588,0.0582050438730413,0.0586746950105615,0.0548122660188042,0.0582185376676793,0.0552910939934574,0.0581990299685585,0.0555790441609776,1.51853921527024,0.0603897526180477,0.0545859229820901,0.0540410859952431,0.274552775542379,0.0600132808541746,-0.283197452888095,0.0581014585906962,0.0494311524007417,0.0748177270264268,0.0586299063985376,-0.105459631915623,0.0782655599105382,0.058976403642919,0.0747507330369318,0.796503975282683,0.0614031116513078,0.0583664627125889,0.0627692312171773,0.0624439793203629,0.0614723952993881,0.0437042512140611,-0.920262850663173,0.0579936743496741,0.0582650515429786,0.055645255311876,0.0304179939106565,0.064160952620389,0.057865862279038,0.529440236055647,0.119080714482453,0.0406550583171987,0.0151537522887822,0.0581659774354434,0.0572728357529677,0.0645678724706465,0.0511456777829655,0.067956442172759,0.0587469933803374,"-0.724716230585775"
0.0476694989414269,0.0420656315787115,0.0562082931791867,0.0575366602748258,0.0585473883265915,0.058322619140806,0.0568278861989845,0.0582193979631694,0.0597856172895253,0.0578742984565109,0.0629807867102153,1.25160822146444,0.0568959380970444,0.0600476217280891,0.0553344280894904,0.620908899027408,0.0638526652299041,-0.295552629729687,0.0582937728607852,0.0618484048341091,0.0514779648394468,0.0581108308608798,0.597194787820076,0.0626078890455879,0.0589501558071353,0.0545650829095585,-0.934724566308792,0.0563117499660223,0.0572054460494519,0.0646821975801111,0.0558835853655459,0.0668417355164068,0.0455939074046338,-1.59007105853942,0.0593207729464257,0.0600561491503826,0.0599776949173348,0.0452349385286378,0.0577485145849547,0.0583893588170251,0.119297156633973,0.14690883448741,0.0564643112804054,0.082731452077035,0.0582816779846122,0.0579887336678592,0.0620443547645658,0.0385822000111562,0.0271807549777099,0.0586923333453522,"1.3796995244083"
0.0772937095764038,0.0722193788152669,0.0694288344215011,0.0590024662632756,0.0582737837902912,0.0573806443907179,0.0521419506154997,0.0578356363534983,0.0589090556845345,0.0582339282321918,0.0575394686295434,1.70050529752869,0.0555112347980432,0.0636354132028568,0.0447365135802266,-0.676018039124762,0.0537890638746222,-0.0634639203186482,0.0572905600317753,0.0569647450829019,0.0206539961884511,0.0564943978765905,-0.458079333576629,0.039783352438942,0.0578553875634712,0.0291355547847832,0.489869912228924,0.0590026256536055,0.0584594350717177,0.0580953701041687,0.0889085839428634,0.0542786186965572,0.0720014874746112,-1.03531580940301,0.0581985008274783,0.0584077985521005,0.053113156794592,0.0724014663624149,0.0586574277163517,0.0584045734607605,0.606634052725607,-0.217461644412207,0.0428795716003052,0.0674930505809223,0.0581659774354434,0.059065740722377,0.0434325503424679,0.0783549909826207,0.111308753053585,0.0570421826438534,"-0.724716230585775"
0.0413390151625645,0.0475984404604533,-0.521332652094931,0.0580938470357845,0.0582125956806799,0.0623826953500293,0.0569435932677831,0.0593363358064414,0.0511526523987121,0.0586566423708911,0.0521525020056263,-0.344633283010276,0.0660500284337366,0.0546734078808567,0.0631583918211617,0.267122460876984,0.060012851802723,-0.162532450598305,0.0577996389584613,0.0617145079003303,0.077696443178339,0.0596074315068489,0.0491303974550422,0.052572630870954,0.059170388669914,0.0757639025010724,-0.949727769835651,0.0584550287546884,0.058302105678594,0.0649669855679752,0.0541389741451583,0.0633305830104135,0.0421457974733012,0.324921876057731,0.0586057581225806,0.0587730652325775,0.0462798163557912,0.0330158797841914,0.0598241385362945,0.058467934953148,0.0265532132773308,0.136636001312382,0.0639143224203367,0.0188622211340994,0.0581659774354434,0.0581752630155887,0.0694905754704728,0.041003322626235,0.0483322419336011,0.0585486633095426,"-0.724716230585775"
0.0428247792319463,0.0478294497492337,0.292207320458163,0.0579513249870528,0.0583544229206346,0.0591317765566486,0.0618672308474165,0.0577462154947295,0.0552633286984438,0.0584029624859676,0.0613971821114,1.60636934598799,0.0594544008954529,0.0565691302423411,0.0489053302907033,-0.164467798114109,0.0584608030774183,-0.245808362356935,0.058581039182986,0.0669681122918202,0.0714855679765375,0.0580844124096614,-0.0952433725275145,0.0887507694515485,0.0578405798127383,0.075975208960206,-0.932410066670052,0.058962700528534,0.0578861130094539,0.0674689444751547,0.0511678777543907,0.0725225088693633,0.0420800614373171,-1.86664105603427,0.0578367386226775,0.0596007708475082,0.0513112242678344,0.0410866704534266,0.0568110503178024,0.0582838844285118,0.224871665896934,0.243204229093728,0.0578185249007976,0.0399405441960595,0.0582480317128775,0.0568726341741618,0.0660987099940892,0.0506684904064419,0.0475026572128677,0.0597434143549759,"1.3796995244083"
0.0741597354693116,0.0529848749401245,-0.401278345359552,0.0587653428469618,0.0582867336679636,0.0589033753969569,0.0541321077110705,0.0583854674096916,0.0574353064551568,0.0582247857155357,0.0550651914294496,-0.93800588931325,0.0522160289842313,0.0584485611423259,0.0610154779075662,-0.0539125923991588,0.0557216537981284,-0.159412648132253,0.0579235030209752,0.0553448604967171,0.038145030283716,0.0590826725966464,0.305754007975304,0.028826429431271,0.0589930324276874,0.0650879339492385,1.01697657142355,0.0614758380212425,0.0584001233976305,0.061844982085721,0.0802620338928766,0.0552901961238444,0.0487216466894669,0.438857583342785,0.0573512180934119,0.0556491000174266,0.0451394508345045,0.0504648952562991,0.0591867814757538,0.0589004106398558,0.139967281365092,-0.116371520572952,0.0517673727726397,0.0594117414473515,0.0581659774354434,0.0604556644501703,0.0567880896003448,0.0563985940095706,0.0533292704551083,0.0594213675190053,"-0.724716230585775"
0.0575079709032498,0.06164504354669,0.114717193694481,0.0586230603143123,0.058486629467117,0.0571927040766517,0.0499852824488697,0.0577462504052711,0.0576976914774808,0.0581827760511191,0.0547113068655944,1.53145124702243,0.0651742767845018,0.058614699121527,0.0499036970056492,-0.418095200773402,0.0550037284898854,-0.158744661229546,0.0578632488743399,0.059955252904323,0.0653003282408079,0.0585433010819689,-0.422389756715241,0.0530417797050357,0.058965337742944,0.05786612088407,0.501876356755606,0.0588920746941067,0.058153469675143,0.0611543883151111,0.0694383060385906,0.0600717876023718,0.0506966886945146,-0.0261903543422517,0.0582912278619482,0.0591769109046135,0.0570317949299277,0.0496572319269713,0.057700876186204,0.0583573174810298,0.0356252522526182,0.153532028002578,0.0639255043369249,0.0487321496469913,0.0581984682240292,0.0581076004335222,0.0630773460219967,0.0622202372241522,0.0489882490475548,0.058464132003327,"-0.724716230585775"
0.0634886751550332,0.0653924918516579,-0.0246340962607772,0.058334682951372,0.0580386220976343,0.058673946433254,0.0498353112880523,0.0579723111239701,0.0598771353230177,0.0582367154022532,0.0538818215852656,0.671380820687316,0.0392782207688231,0.058319000363285,0.0487206905630799,-0.391055033916333,0.054247220979309,-0.18379019208264,0.0574323306785708,0.0530974911309343,0.0417636175193814,0.0575330753749117,-0.243228700449338,0.0239527154963531,0.0578003948301648,0.0324003547484403,0.512647983939296,0.0562312618308377,0.0583705523984883,0.0471890551095905,0.101703095023603,0.0504212670456071,0.053937965017574,-0.234600229345681,0.0583966843383371,0.0573380529896744,0.0622409252087412,0.0566650378472787,0.0549504958035679,0.0592575093331778,-0.00896615168230382,-0.458570794338553,0.0558882044773321,0.0750018602744236,0.0581662569475658,0.059878901883533,0.0567645049261996,0.0580043786155076,0.0562458229719971,0.0579334279004688,"1.3796995244083"
0.0451120513415709,0.0465493620373875,-0.461873763437311,0.0574160838871235,0.0583173252271289,0.0611243194294011,0.0632322047665215,0.0595132823802907,0.0543036751455487,0.0585531502800536,0.0580365187025163,-0.679234551051264,0.0619791710562323,0.0541275141876945,0.0638220714850933,0.145039569286062,0.0611596489595982,0.00503661840190472,0.058035351184102,0.0630895523077878,0.084894682974798,0.0579474950251663,-0.00148291684570169,0.0531270015509928,0.0590677871221303,0.0705213221943009,-0.796270129732285,0.054216267704169,0.0572575265400514,0.0666322820913202,0.00417266668889313,0.0636634466672209,0.0462655290572858,0.777328911568674,0.0585024976683223,0.0575111382602824,0.0627208610946844,0.0421731382972782,0.0577471387467236,0.0581339389614337,0.187704133158708,1.11017355656521,0.0517385565871489,0.0120192293946817,0.0581659774354434,0.0575168871534456,0.058064494660816,0.038373518050571,0.0431437217476552,0.0592631336166594,"1.3796995244083"
